===============,,,===============,===============,===============,===============,===============,===============,===============,===============,,,,,,,,
2/5/24 15:54,OFF1,4,1639,1249,0.762,0,0,374,90,1145,,,,,,,,
2/5/24 16:11,OFF1,5,2199,2067,0.94,0.09,0.04,2242,1263,2073,,,,,,,,
2/5/24 16:28,OFF1,6,1698,1310,0.772,0,0,1604,874,1661,,,,,,,,
2/5/24 16:45,OFF1,7,1704,1640,0.962,0.06,0.1,2111,1308,1597,,,,,,,,
2/5/24 17:02,OFF1,8,2630,2256,0.858,0.08,0.04,2327,1355,1792,,,,,,,,
2/5/24 17:19,OFF1,9,2326,3022,1.299,0,0.04,2459,1390,1602,,,,,,,,
2/5/24 17:36,OFF1,10,1530,1205,0.788,0.06,0.06,2923,1794,2055,,,,,,,,
2/5/24 17:53,OFF1,11,1643,1249,0.761,0.05,0,1175,382,1305,,,,,,,,
2/5/24 18:09,OFF1,12,2599,2323,0.894,0.08,0,461,176,1053,,,,,,,,
2/5/24 18:26,OFF1,13,2795,1853,0.663,0.03,0.12,2642,1601,1991,,,,,,,,
2/5/24 18:43,OFF1,14,1268,1024,0.807,0.1,0.02,2343,1306,1279,,,,,,,,
2/5/24 19:00,OFF1,15,1675,1181,0.705,0.09,0.04,2045,1139,1473,,,,,,,,
2/5/24 19:17,OFF1,16,1613,1105,0.685,0.12,0.12,1320,674,1407,,,,,,,,
2/5/24 19:34,OFF1,17,2658,1279,0.481,0.06,0.08,1854,1065,1558,,,,,,,,
2/5/24 19:51,OFF1,18,1760,1383,0.786,0.09,0.08,1788,880,1592,,,,,,,,
2/5/24 20:08,OFF1,19,1504,1093,0.726,0,0.02,212,44,1219,,,,,,,,
2/5/24 20:24,OFF1,20,1495,1056,0.707,0,0,158,18,1127,,,,,,,,
2/5/24 20:41,OFF1,21,1473,1246,0.846,0.17,0.08,1348,698,1141,,,,,,,,
2/5/24 20:58,OFF1,22,1546,1238,0.8,0.09,0.06,901,413,1293,,,,,,,,
2/5/24 21:15,OFF1,23,1451,1143,0.788,0,0,685,345,1265,,,,,,,,
2/5/24 21:32,OFF1,24,1603,1260,0.786,0,0,805,353,1265,,,,,,,,
2/5/24 21:49,OFF1,25,2050,1683,0.821,0.12,0,467,163,1182,,,,,,,,
2/5/24 22:06,OFF1,26,1731,1290,0.746,0.09,0.12,1639,880,1432,,,,,,,,
2/5/24 22:23,OFF1,27,1690,1303,0.771,0,0,244,41,1237,,,,,,,,
2/5/24 22:39,OFF1,28,1499,1073,0.716,0,0,137,16,1163,,,,,,,,
2/5/24 22:56,OFF1,29,1370,1106,0.808,0.03,0,497,134,1235,,,,,,,,
2/5/24 23:13,OFF1,30,1633,1294,0.793,0.08,0.04,1085,540,1193,,,,,,,,
2/5/24 23:30,OFF1,31,1493,1097,0.735,0,0,223,43,1211,,,,,,,,
2/5/24 23:47,OFF1,32,1314,1047,0.797,0,0.02,193,33,1225,,,,,,,,
2/6/24 0:04,OFF1,33,1596,1164,0.729,0,0.08,998,422,1164,,,,,,,,
2/6/24 0:21,OFF1,34,1646,1405,0.854,0,0,1115,476,1259,,,,,,,,
2/6/24 0:38,OFF1,35,1543,1187,0.77,0,0,703,308,1226,,,,,,,,
2/6/24 0:54,OFF1,36,1521,1080,0.71,0,0,810,274,1189,,,,,,,,
2/6/24 1:11,OFF1,37,1624,1231,0.758,0,0,238,31,1276,,,,,,,,
2/6/24 1:28,OFF1,38,1792,1444,0.806,0.06,0,870,245,1228,,,,,,,,
2/6/24 1:45,OFF1,39,1892,1426,0.754,0,0,192,39,1282,,,,,,,,
2/6/24 2:02,OFF1,40,1421,1025,0.721,0,0,285,65,1279,,,,,,,,
2/6/24 2:19,OFF1,41,1797,1220,0.679,0.06,0.08,1779,1007,1769,,,,,,,,
2/6/24 2:36,OFF1,42,1461,1071,0.733,0,0,177,22,1211,,,,,,,,
2/6/24 3:09,ON1,1,1400,998,0.713,0,0,1094,456,1161,,,,,,,,
2/6/24 3:26,ON1,2,1527,1056,0.691,0,0,790,312,1215,,,,,,,,
2/6/24 3:43,ON1,3,1366,1063,0.778,0,0,313,83,1222,,,,,,,,
2/6/24 4:00,ON1,4,3079,2149,0.698,0.12,0,847,374,947,,,,,,,,
2/6/24 4:17,ON1,5,1812,1493,0.824,0.04,0.12,1849,967,1148,,,,,,,,
2/6/24 4:34,ON1,6,1533,1166,0.761,0,0,266,71,1223,,,,,,,,
2/6/24 4:51,ON1,7,1507,1206,0.8,0,0,185,20,1202,,,,,,,,
2/6/24 5:08,ON1,8,1422,1055,0.742,0,0,180,19,1222,,,,,,,,
2/6/24 5:24,ON1,9,1512,1049,0.694,0,0,158,4,1171,,,,,,,,
2/6/24 5:41,ON1,10,1483,968,0.653,0.03,0,310,91,1243,,,,,,,,
2/6/24 5:58,ON1,11,1575,1228,0.78,0.08,0,751,265,1233,,,,,,,,
2/6/24 6:15,ON1,12,1479,1110,0.751,0,0,137,6,1203,,,,,,,,
2/6/24 6:32,ON1,13,1411,1019,0.722,0,0,174,15,1249,,,,,,,,
2/6/24 6:49,ON1,14,1439,1065,0.74,0,0,186,27,1215,,,,,,,,
2/6/24 7:06,ON1,15,1273,889,0.699,0,0,159,7,1195,,,,,,,,
2/6/24 7:23,ON1,16,1240,836,0.674,0.15,0,391,119,1194,,,,,,,,
2/6/24 7:39,ON1,17,1451,1082,0.746,0,0.04,1388,774,1242,,,,,,,,
2/6/24 7:56,ON1,18,1345,1004,0.747,0,0,651,349,1196,,,,,,,,
2/6/24 8:13,ON1,19,1366,1004,0.735,0,0,610,287,1188,,,,,,,,
2/6/24 8:30,ON1,20,1233,941,0.763,0,0,654,345,1222,,,,,,,,
2/6/24 8:47,ON1,21,1224,843,0.688,0,0.02,655,324,1210,,,,,,,,
2/6/24 9:04,ON1,22,1697,1356,0.799,0.11,0.02,1196,610,1223,,,,,,,,
2/6/24 9:21,ON1,23,1356,1069,0.788,0,0,865,369,1225,,,,,,,,
2/6/24 9:38,ON1,24,1410,993,0.704,0,0,625,287,1178,,,,,,,,
2/6/24 9:54,ON1,25,1440,901,0.626,0,0,630,303,1135,,,,,,,,
2/6/24 10:11,ON1,26,1316,857,0.651,0,0,786,380,1214,,,,,,,,
2/6/24 10:28,ON1,27,1336,997,0.746,0.03,0,1065,465,1200,,,,,,,,
2/6/24 10:45,ON1,28,1415,1107,0.782,0.09,0,743,275,1219,,,,,,,,
2/6/24 11:02,ON1,29,1564,1196,0.765,0,0,193,34,1169,,,,,,,,
2/6/24 11:19,ON1,30,1343,1015,0.756,0,0,177,11,1183,,,,,,,,
2/6/24 11:36,ON1,31,1173,909,0.775,0,0,166,8,1211,,,,,,,,
2/6/24 11:53,ON1,32,1496,1112,0.743,0,0,392,77,1191,,,,,,,,
2/6/24 12:09,ON1,33,1429,953,0.667,0.14,0,645,254,1176,,,,,,,,
2/6/24 12:26,ON1,34,1410,1054,0.747,0,0.04,570,122,1185,,,,,,,,
2/6/24 12:43,ON1,35,1497,1117,0.747,0,0,210,36,1178,,,,,,,,
2/6/24 13:00,ON1,36,1402,1014,0.723,0,0,188,27,1181,,,,,,,,
2/6/24 13:17,ON1,37,1214,835,0.688,0,0,189,44,1208,,,,,,,,
2/6/24 13:34,ON1,38,1419,949,0.669,0.15,0.1,1062,496,1302,,,,,,,,
2/6/24 13:51,ON1,39,1307,1107,0.847,0,0.06,715,232,1171,,,,,,,,
2/6/24 14:08,ON1,40,1511,1102,0.729,0,0,349,40,1221,,,,,,,,
2/6/24 14:24,ON1,41,1289,852,0.661,0,0,357,75,1110,,,,,,,,
2/6/24 14:41,ON1,42,1931,1481,0.767,0.18,0.04,1577,758,1059,,,,,,,,
2/6/24 15:15,OFF2,1,1348,1066,0.791,0.04,0,1245,604,1180,,,,,,,,
2/6/24 15:32,OFF2,2,1536,1252,0.815,0,0,931,224,1198,,,,,,,,
2/6/24 15:49,OFF2,3,2020,1693,0.838,0,0,948,272,1180,,,,,,,,
2/6/24 16:06,OFF2,4,1974,1438,0.729,0.07,0,1912,953,1741,,,,,,,,
2/6/24 16:23,OFF2,5,3257,2835,0.871,0.07,0.06,1489,813,1406,,,,,,,,
2/6/24 16:39,OFF2,6,2865,1544,0.539,0.07,0.04,2878,1728,2156,,,,,,,,
2/6/24 16:56,OFF2,7,3486,2387,0.685,0.1,0.02,2881,1711,2523,,,,,,,,
2/6/24 17:13,OFF2,8,2886,2643,0.916,0.06,0,1850,995,1267,,,,,,,,
2/6/24 17:30,OFF2,9,1807,1385,0.767,0.09,0.14,1960,1042,1652,,,,,,,,
2/6/24 17:47,OFF2,10,1308,1031,0.788,0,0,493,159,1186,,,,,,,,
2/6/24 18:04,OFF2,11,3656,3830,1.048,0.18,0.1,2329,1304,1517,,,,,,,,
2/6/24 18:21,OFF2,12,1682,1106,0.658,0.1,0,2027,1116,1949,,,,,,,,
2/6/24 18:38,OFF2,13,1952,1562,0.8,0.13,0.08,1994,974,1441,,,,,,,,
2/6/24 18:54,OFF2,14,1588,1221,0.769,0,0,207,39,1245,,,,,,,,
2/6/24 19:11,OFF2,15,1525,1212,0.795,0,0,168,25,1438,,,,,,,,
2/6/24 19:28,OFF2,16,2131,1338,0.628,0.1,0.04,1180,598,1569,,,,,,,,
2/6/24 19:45,OFF2,17,1470,1198,0.815,0.03,0,1050,366,1521,,,,,,,,
2/6/24 20:02,OFF2,18,1627,1413,0.868,0,0.02,1007,313,1515,,,,,,,,
2/6/24 20:19,OFF2,19,1635,1144,0.7,0.14,0.12,2009,1139,2056,,,,,,,,
2/6/24 20:36,OFF2,20,1665,1245,0.748,0.02,0,866,348,1547,,,,,,,,
2/6/24 20:53,OFF2,21,2196,1385,0.63,0.12,0.04,1353,720,1796,,,,,,,,
2/6/24 21:09,OFF2,22,1858,1438,0.774,0.08,0.08,2108,1049,1346,,,,,,,,
2/6/24 21:26,OFF2,23,1568,1254,0.8,0,0,843,394,1166,,,,,,,,
2/6/24 21:43,OFF2,24,1750,1423,0.813,0,0,891,408,1257,,,,,,,,
2/6/24 22:00,OFF2,25,2915,2637,0.905,0,0.1,2399,1298,919,,,,,,,,
2/6/24 22:17,OFF2,26,1629,1078,0.662,0.03,0.06,1897,1017,1347,,,,,,,,
2/6/24 22:34,OFF2,27,1493,1155,0.773,0,0,828,203,1273,,,,,,,,
2/6/24 22:51,OFF2,28,1671,1269,0.76,0,0,919,228,1221,,,,,,,,
2/6/24 23:08,OFF2,29,2103,1610,0.766,0,0.02,869,322,1318,,,,,,,,
2/6/24 23:24,OFF2,30,1463,1089,0.745,0.11,0,902,350,1303,,,,,,,,
2/6/24 23:41,OFF2,31,1566,1155,0.738,0,0,145,11,1358,,,,,,,,
2/6/24 23:58,OFF2,32,1865,1444,0.774,0,0,166,19,1330,,,,,,,,
2/7/24 0:15,OFF2,33,1161,741,0.638,0.06,0,755,314,1486,,,,,,,,
2/7/24 0:32,OFF2,34,1315,992,0.754,0.16,0.1,1812,957,1277,,,,,,,,
2/7/24 0:49,OFF2,35,1495,1222,0.817,0,0.02,266,49,1344,,,,,,,,
2/7/24 1:06,OFF2,36,2026,1584,0.781,0,0,150,17,1235,,,,,,,,
2/7/24 1:23,OFF2,37,1519,1128,0.742,0,0,474,130,1239,,,,,,,,
2/7/24 1:39,OFF2,38,1283,871,0.679,0,0,171,12,1344,,,,,,,,
2/7/24 1:56,OFF2,39,1379,955,0.693,0,0,211,49,1474,,,,,,,,
2/7/24 2:13,OFF2,40,1717,2222,1.294,0.03,0,839,353,1524,,,,,,,,
2/7/24 2:30,OFF2,41,1352,845,0.625,0.15,0.14,2296,1312,1139,,,,,,,,
2/7/24 2:47,OFF2,42,1942,1546,0.796,0,0.1,2306,1193,1760,,,,,,,,
2/7/24 3:04,ON2,1,1615,1183,0.733,0,0,255,40,1378,,,,,,,,
2/7/24 3:21,ON2,2,1561,1099,0.704,0,0,234,42,1388,,,,,,,,
2/7/24 3:38,ON2,3,1421,1019,0.717,0,0,269,58,1381,,,,,,,,
2/7/24 3:54,ON2,4,1683,1173,0.697,0,0,258,29,1269,,,,,,,,
2/7/24 4:11,ON2,5,1154,684,0.592,0.15,0,555,210,1329,,,,,,,,
2/7/24 4:28,ON2,6,1729,1334,0.772,0.03,0.1,1469,696,1272,,,,,,,,
2/7/24 4:45,ON2,7,1561,1216,0.779,0,0,796,355,1282,,,,,,,,
2/7/24 5:02,ON2,8,1511,969,0.641,0.03,0,652,341,1289,,,,,,,,
2/7/24 5:19,ON2,9,1257,962,0.765,0,0,641,316,1287,,,,,,,,
2/7/24 5:36,ON2,10,1355,910,0.672,0,0,622,313,1312,,,,,,,,
2/7/24 5:53,ON2,11,1568,807,0.515,0.11,0,1170,577,1270,,,,,,,,
2/7/24 6:09,ON2,12,1363,942,0.691,0,0.08,885,477,1203,,,,,,,,
2/7/24 6:26,ON2,13,1374,1017,0.741,0,0.02,720,325,1274,,,,,,,,
2/7/24 6:43,ON2,14,1504,1046,0.695,0,0,982,388,1331,,,,,,,,
2/7/24 7:00,ON2,15,1552,1228,0.791,0.06,0,270,68,1479,,,,,,,,
2/7/24 7:17,ON2,16,1394,1054,0.756,0.03,0,193,16,1543,,,,,,,,
2/7/24 7:34,ON2,17,1224,914,0.747,0,0,148,13,1484,,,,,,,,
2/7/24 7:51,ON2,18,1489,1226,0.824,0.16,0,1037,490,1509,,,,,,,,
2/7/24 8:08,ON2,19,1532,1129,0.737,0,0,831,411,1490,,,,,,,,
2/7/24 8:24,ON2,20,1392,955,0.686,0,0,718,364,1418,,,,,,,,
2/7/24 8:41,ON2,21,1389,1010,0.727,0.03,0,664,339,1503,,,,,,,,
2/7/24 8:58,ON2,22,1347,987,0.733,0,0,726,341,1551,,,,,,,,
2/7/24 9:15,ON2,23,1412,1126,0.797,0.04,0,201,38,1493,,,,,,,,
2/7/24 9:32,ON2,24,1390,1101,0.792,0,0.02,182,26,1519,,,,,,,,
2/7/24 9:49,ON2,25,1210,916,0.757,0,0,180,19,1471,,,,,,,,
2/7/24 10:06,ON2,26,1449,1127,0.778,0,0,703,233,1547,,,,,,,,
2/7/24 10:23,ON2,27,1431,1027,0.717,0.09,0.08,1689,860,1347,,,,,,,,
2/7/24 10:39,ON2,28,1611,1204,0.747,0,0,1039,365,1450,,,,,,,,
2/7/24 10:56,ON2,29,1410,1019,0.723,0,0,980,302,1357,,,,,,,,
2/7/24 11:13,ON2,30,2441,1564,0.641,0.09,0,1333,579,1127,,,,,,,,
2/7/24 11:30,ON2,31,1289,1042,0.808,0,0,1225,626,1538,,,,,,,,
2/7/24 11:47,ON2,32,1382,1093,0.791,0,0,736,333,1527,,,,,,,,
2/7/24 12:04,ON2,33,1396,1107,0.793,0,0,777,333,1494,,,,,,,,
2/7/24 12:21,ON2,34,1228,940,0.765,0,0,641,274,1520,,,,,,,,
2/7/24 12:38,ON2,35,1261,730,0.579,0.08,0,1082,485,1485,,,,,,,,
2/7/24 12:54,ON2,36,1315,1034,0.786,0.07,0.06,1141,523,1391,,,,,,,,
2/7/24 13:11,ON2,37,1288,1028,0.799,0,0,701,305,1534,,,,,,,,
2/7/24 13:28,ON2,38,1231,1003,0.815,0.11,0.04,1223,693,1262,,,,,,,,
2/7/24 13:45,ON2,39,1476,1146,0.776,0,0,148,14,1405,,,,,,,,
2/7/24 14:02,ON2,40,1386,1028,0.742,0.07,0,747,399,1184,,,,,,,,
2/7/24 14:19,ON2,41,1444,1268,0.878,0,0,636,294,1425,,,,,,,,
2/7/24 14:36,ON2,42,1831,1525,0.832,0,0,1115,514,1324,,,,,,,,
2/7/24 15:09,OFF3,1,2971,1455,0.49,0,0,1397,830,1019,,,,,,,,
2/7/24 15:26,OFF3,2,1937,1397,0.721,0.09,0,1653,849,1034,,,,,,,,
2/7/24 15:43,OFF3,3,1884,1422,0.755,0,0,510,136,1007,,,,,,,,
2/7/24 16:00,OFF3,4,1625,970,0.597,0.05,0,1535,726,1179,,,,,,,,
2/7/24 16:17,OFF3,5,1863,1478,0.794,0,0,1122,521,1023,,,,,,,,
2/7/24 16:34,OFF3,6,1339,966,0.722,0.13,0,1524,836,979,,,,,,,,
2/7/24 16:51,OFF3,7,1451,1141,0.786,0.05,0,788,224,999,,,,,,,,
2/7/24 17:08,OFF3,8,1434,928,0.647,0.11,0.04,1945,1015,782,,,,,,,,
2/7/24 17:24,OFF3,9,2967,2308,0.778,0.08,0.08,1730,1004,1075,,,,,,,,
2/7/24 17:41,OFF3,10,1028,662,0.643,0.07,0.1,1720,947,1465,,,,,,,,
2/7/24 17:58,OFF3,11,1534,1310,0.854,0.02,0,1019,466,1022,,,,,,,,
2/7/24 18:15,OFF3,12,1532,1434,0.936,0,0,759,359,1008,,,,,,,,
2/7/24 18:32,OFF3,13,2519,1904,0.756,0.23,0.04,1278,667,890,,,,,,,,
2/7/24 18:49,OFF3,14,1509,1133,0.751,0.16,0.1,1925,1040,975,,,,,,,,
2/7/24 19:06,OFF3,15,1445,1181,0.818,0.11,0.06,1227,589,1035,,,,,,,,
2/7/24 19:23,OFF3,16,1787,1420,0.795,0,0,700,350,1008,,,,,,,,
2/7/24 19:39,OFF3,17,2670,2243,0.84,0,0,1054,442,974,,,,,,,,
2/7/24 19:56,OFF3,18,1007,759,0.754,0.22,0.12,1486,754,866,,,,,,,,
2/7/24 20:13,OFF3,19,1608,1339,0.833,0.06,0,944,427,901,,,,,,,,
2/7/24 20:30,OFF3,20,1491,1212,0.813,0,0,724,361,1016,,,,,,,,
2/7/24 20:47,OFF3,21,2032,1694,0.834,0,0.02,981,448,1036,,,,,,,,
2/7/24 21:04,OFF3,22,2367,3860,1.631,0.15,0.1,1802,1064,676,,,,,,,,
2/7/24 21:21,OFF3,23,1316,913,0.694,0,0.14,2071,1240,1849,,,,,,,,
2/7/24 21:38,OFF3,24,963,720,0.747,0.1,0.04,1289,677,1016,,,,,,,,
2/7/24 21:54,OFF3,25,1558,1217,0.781,0,0.06,1229,576,1049,,,,,,,,
2/7/24 22:11,OFF3,26,1851,1498,0.81,0,0,870,336,1018,,,,,,,,
2/7/24 22:28,OFF3,27,1796,1422,0.792,0,0,977,443,1047,,,,,,,,
2/7/24 22:45,OFF3,28,1572,1249,0.794,0,0,335,79,1023,,,,,,,,
2/7/24 23:02,OFF3,29,1441,1503,1.044,0.17,0.1,1317,643,787,,,,,,,,
2/7/24 23:19,OFF3,30,1729,1431,0.828,0.03,0,514,115,1040,,,,,,,,
2/7/24 23:36,OFF3,31,1975,1666,0.844,0,0,469,114,1025,,,,,,,,
2/7/24 23:53,OFF3,32,2124,1586,0.747,0,0,355,106,1023,,,,,,,,
2/8/24 0:09,OFF3,33,3214,2634,0.819,0.13,0.08,1796,902,907,,,,,,,,
2/8/24 0:26,OFF3,34,1903,1523,0.801,0.05,0.1,1520,758,1114,,,,,,,,
2/8/24 0:43,OFF3,35,1530,1292,0.844,0,0,744,342,988,,,,,,,,
2/8/24 1:00,OFF3,36,1967,1455,0.74,0,0,800,397,1010,,,,,,,,
2/8/24 1:17,OFF3,37,2122,1811,0.854,0.14,0,1724,822,689,,,,,,,,
2/8/24 1:34,OFF3,38,1644,1318,0.801,0.03,0.06,1404,738,1075,,,,,,,,
2/8/24 1:51,OFF3,39,1617,1191,0.736,0,0,863,402,1014,,,,,,,,
2/8/24 2:08,OFF3,40,1459,1077,0.738,0.08,0,1346,711,1027,,,,,,,,
2/8/24 2:24,OFF3,41,1843,1462,0.793,0,0,648,320,957,,,,,,,,
2/8/24 2:41,OFF3,42,1266,976,0.771,0,0,888,397,1008,,,,,,,,
2/8/24 3:15,ON3,1,1750,1326,0.758,0,0,665,293,1010,,,,,,,,
2/8/24 3:32,ON3,2,1208,991,0.821,0,0,669,316,1013,,,,,,,,
2/8/24 3:49,ON3,3,1650,1198,0.726,0,0,710,307,996,,,,,,,,
2/8/24 4:06,ON3,4,1389,933,0.671,0,0,1450,766,784,,,,,,,,
2/8/24 4:23,ON3,5,1516,1145,0.755,0,0,732,342,1021,,,,,,,,
2/8/24 4:39,ON3,6,1316,1024,0.778,0,0,726,335,927,,,,,,,,
2/8/24 4:56,ON3,7,1362,1063,0.781,0,0,758,348,1017,,,,,,,,
2/8/24 5:13,ON3,8,1447,1029,0.711,0.03,0,693,333,1027,,,,,,,,
2/8/24 5:30,ON3,9,1765,1310,0.742,0,0,774,345,1007,,,,,,,,
2/8/24 5:47,ON3,10,1409,1079,0.766,0,0,889,406,1012,,,,,,,,
2/8/24 6:04,ON3,11,1583,940,0.594,0.08,0.08,1433,728,889,,,,,,,,
2/8/24 6:21,ON3,12,1611,1199,0.745,0.17,0.12,2444,1247,605,,,,,,,,
2/8/24 6:38,ON3,13,1276,1002,0.785,0,0,1173,609,991,,,,,,,,
2/8/24 6:54,ON3,14,1354,1038,0.767,0,0,918,368,951,,,,,,,,
2/8/24 7:11,ON3,15,1258,996,0.792,0,0,666,282,994,,,,,,,,
2/8/24 7:28,ON3,16,1400,1024,0.731,0.03,0,772,345,1010,,,,,,,,
2/8/24 7:45,ON3,17,1307,1098,0.84,0,0.02,696,366,1008,,,,,,,,
2/8/24 8:02,ON3,18,1359,1161,0.854,0,0,1068,471,990,,,,,,,,
2/8/24 8:19,ON3,19,1297,1043,0.805,0.12,0.06,1286,591,854,,,,,,,,
2/8/24 8:36,ON3,20,1194,1078,0.902,0,0,180,11,1011,,,,,,,,
2/8/24 8:53,ON3,21,1547,1162,0.751,0,0,432,66,986,,,,,,,,
2/8/24 9:09,ON3,22,1412,1095,0.776,0.03,0,173,21,930,,,,,,,,
2/8/24 9:26,ON3,23,1493,1055,0.707,0,0,321,90,998,,,,,,,,
2/8/24 9:43,ON3,24,1678,1288,0.767,0.11,0.06,1571,746,947,,,,,,,,
2/8/24 10:00,ON3,25,1459,1187,0.814,0,0,827,332,1024,,,,,,,,
2/8/24 10:17,ON3,26,1260,997,0.791,0.03,0,777,329,1004,,,,,,,,
2/8/24 10:34,ON3,27,1148,939,0.817,0,0,704,310,1014,,,,,,,,
2/8/24 10:51,ON3,28,1289,994,0.771,0,0,754,335,1022,,,,,,,,
2/8/24 11:08,ON3,29,1415,1040,0.735,0,0,809,363,1016,,,,,,,,
2/8/24 11:24,ON3,30,1397,987,0.707,0,0,873,340,957,,,,,,,,
2/8/24 11:41,ON3,31,1807,1388,0.768,0.12,0,1414,743,818,,,,,,,,
2/8/24 11:58,ON3,32,1428,1148,0.804,0,0,995,439,1007,,,,,,,,
2/8/24 12:15,ON3,33,1398,1054,0.754,0,0,713,284,991,,,,,,,,
2/8/24 12:32,ON3,34,1356,1108,0.817,0,0,765,319,1009,,,,,,,,
2/8/24 12:49,ON3,35,1249,947,0.758,0.03,0.02,700,294,985,,,,,,,,
2/8/24 13:06,ON3,36,1462,1077,0.737,0,0,862,338,979,,,,,,,,
2/8/24 13:23,ON3,37,1287,868,0.674,0,0,733,325,995,,,,,,,,
2/8/24 13:39,ON3,38,1898,1317,0.694,0,0,836,280,936,,,,,,,,
2/8/24 13:56,ON3,39,1231,830,0.674,0,0.08,923,430,918,,,,,,,,
2/8/24 14:13,ON3,40,1347,1160,0.861,0,0.1,1291,685,1096,,,,,,,,
2/8/24 14:30,ON3,41,1364,1102,0.808,0,0,660,308,1020,,,,,,,,
2/8/24 14:47,ON3,42,1644,1055,0.642,0,0,1300,776,880,,,,,,,,
2/8/24 15:04,OFF4,1,1349,1123,0.832,0,0,812,406,1017,,,,,,,,
2/8/24 15:21,OFF4,2,1322,1055,0.798,0,0,960,412,1006,,,,,,,,
2/8/24 15:38,OFF4,3,1363,1083,0.795,0.09,0,627,295,1002,,,,,,,,
2/8/24 15:54,OFF4,4,1739,1360,0.782,0,0,498,134,957,,,,,,,,
2/8/24 16:11,OFF4,5,1575,991,0.629,0.06,0,1978,939,917,,,,,,,,
2/8/24 16:28,OFF4,6,1909,1877,0.983,0.09,0,1186,630,963,,,,,,,,
2/8/24 16:45,OFF4,7,1535,1292,0.842,0.07,0,1581,737,869,,,,,,,,
2/8/24 17:02,OFF4,8,1597,1217,0.762,0,0.08,1218,594,1033,,,,,,,,
2/8/24 17:19,OFF4,9,1108,722,0.652,0.13,0,1337,677,964,,,,,,,,
2/8/24 17:36,OFF4,10,1415,1285,0.908,0.12,0.1,2560,1368,672,,,,,,,,
2/8/24 17:53,OFF4,11,1057,699,0.662,0.05,0.06,1923,1009,1012,,,,,,,,
2/8/24 18:09,OFF4,12,978,797,0.816,0.07,0.08,1021,475,1005,,,,,,,,
2/8/24 18:26,OFF4,13,1856,1545,0.832,0.03,0.08,876,352,1053,,,,,,,,
2/8/24 18:43,OFF4,14,1812,1374,0.758,0.02,0,177,27,1002,,,,,,,,
2/8/24 19:00,OFF4,15,2815,2692,0.957,0,0,1663,747,1140,,,,,,,,
2/8/24 19:17,OFF4,16,1420,1931,1.36,0,0,1722,899,902,,,,,,,,
2/8/24 19:34,OFF4,17,1503,1570,1.044,0.05,0.16,1518,824,1029,,,,,,,,
