===============,,,===============,===============,===============,===============,===============,===============,===============,===============
2/5/24 18:02,OFF1,11,3163,3102,0.981,0.04,0.063,1921,401,117
2/5/24 18:18,OFF1,12,3509,3475,0.99,0.01,0,2443,675,369
2/5/24 18:35,OFF1,13,3799,3677,0.968,0,0.063,1720,379,72
2/5/24 18:52,OFF1,14,3502,3395,0.969,0.1,0.063,1599,234,110
2/5/24 19:09,OFF1,15,2891,2825,0.977,0.03,0.063,2230,292,71
2/5/24 19:26,OFF1,16,2780,2751,0.99,0.17,0,1055,6,0
2/5/24 19:43,OFF1,17,3465,3463,0.999,0.09,0,3100,269,16
2/5/24 20:00,OFF1,18,2999,2870,0.957,0.13,0,1102,74,39
2/5/24 20:17,OFF1,19,3098,3050,0.985,0.03,0.042,1197,170,56
2/5/24 20:33,OFF1,20,2902,2750,0.948,0,0,947,12,0
2/5/24 20:50,OFF1,21,3153,2990,0.948,0.12,0,514,22,0
2/5/24 21:07,OFF1,22,2912,2798,0.961,0,0,1222,158,0
2/5/24 21:24,OFF1,23,3911,3865,0.988,0,0.042,2089,559,106
2/5/24 21:41,OFF1,24,3730,3598,0.965,0,0.126,2032,734,135
2/5/24 21:58,OFF1,25,3081,3039,0.986,0,0.042,1934,385,157
2/5/24 22:15,OFF1,26,2784,2667,0.958,0.12,0,994,6,0
2/5/24 22:32,OFF1,27,2755,2648,0.961,0.09,0,997,16,0
2/5/24 22:48,OFF1,28,2522,2425,0.962,0.09,0,972,18,0
2/5/24 23:05,OFF1,29,3007,2788,0.927,0.12,0,995,8,0
2/5/24 23:22,OFF1,30,3519,3372,0.958,0.18,0,1083,131,0
2/5/24 23:39,OFF1,31,3343,3309,0.99,0,0.105,1562,434,113
2/5/24 23:56,OFF1,32,2848,2706,0.95,0.09,0,858,13,0
2/6/24 0:13,OFF1,33,2669,2500,0.937,0.12,0,793,38,4
2/6/24 0:30,OFF1,34,3989,3866,0.969,0,0.126,2463,915,76
2/6/24 0:47,OFF1,35,3360,3229,0.961,0,0,1493,253,53
2/6/24 1:03,OFF1,36,2867,2563,0.894,0.08,0,917,2,0
2/6/24 1:20,OFF1,37,2539,2388,0.941,0.18,0,935,23,4
2/6/24 1:37,OFF1,38,2810,2661,0.947,0.15,0,1010,5,0
2/6/24 1:54,OFF1,39,3600,3405,0.946,0.07,0,2067,326,17
2/6/24 2:11,OFF1,40,3394,3338,0.983,0,0.084,1734,414,58
2/6/24 2:28,OFF1,41,2644,2503,0.947,0.03,0,994,5,0
2/6/24 2:45,OFF1,42,2844,2566,0.902,0.13,0,1074,78,2
2/6/24 3:02,ON1,1,2701,2491,0.922,0,0.105,1432,342,255
2/6/24 3:18,ON1,2,3383,3337,0.986,0,0,958,330,0
2/6/24 3:35,ON1,3,2735,2543,0.93,0,0,512,162,0
2/6/24 3:52,ON1,4,2959,2738,0.925,0.15,0,22,7,0
2/6/24 4:09,ON1,5,2676,2365,0.884,0.15,0,16,2,0
2/6/24 4:26,ON1,6,2978,2716,0.912,0.16,0,759,99,0
2/6/24 4:43,ON1,7,2763,2425,0.878,0.09,0,63,10,0
2/6/24 5:00,ON1,8,3077,2855,0.928,0.03,0,769,203,0
2/6/24 5:17,ON1,9,2794,2350,0.841,0,0,44,5,0
2/6/24 5:33,ON1,10,2881,2458,0.853,0.09,0,13,3,0
2/6/24 5:50,ON1,11,3349,2877,0.859,0,0.042,896,249,54
2/6/24 6:07,ON1,12,2687,2514,0.936,0,0,1297,210,26
2/6/24 6:24,ON1,13,3210,2841,0.885,0.03,0,1085,38,0
2/6/24 6:41,ON1,14,2719,2387,0.878,0.08,0,973,2,0
2/6/24 6:58,ON1,15,2655,2270,0.855,0.06,0,981,1,0
2/6/24 7:15,ON1,16,3144,2786,0.886,0,0,1214,145,6
2/6/24 7:32,ON1,17,2796,2438,0.872,0.03,0,1006,35,0
2/6/24 7:48,ON1,18,2848,2356,0.827,0.15,0,967,24,0
2/6/24 8:05,ON1,19,2453,1998,0.814,0,0,1018,7,0
2/6/24 8:22,ON1,20,3600,3119,0.866,0.09,0.126,2007,405,86
2/6/24 8:39,ON1,21,3390,3066,0.904,0,0,3941,708,3
2/6/24 8:56,ON1,22,2860,2385,0.834,0.06,0,713,22,0
2/6/24 9:13,ON1,23,2582,2163,0.838,0.18,0,947,37,0
2/6/24 9:30,ON1,24,2607,2168,0.832,0,0.021,993,10,0
2/6/24 9:47,ON1,25,2632,2116,0.804,0.18,0,982,4,0
2/6/24 10:03,ON1,26,2284,1893,0.829,0.15,0,916,0,0
2/6/24 10:20,ON1,27,3123,2869,0.919,0,0,1586,275,17
2/6/24 10:37,ON1,28,2732,2439,0.893,0,0,941,84,1
2/6/24 10:54,ON1,29,2599,2424,0.932,0.12,0,467,8,0
2/6/24 11:11,ON1,30,2854,2455,0.86,0.08,0,400,57,0
2/6/24 11:28,ON1,31,3677,3454,0.939,0,0.084,2521,561,246
2/6/24 11:45,ON1,32,2731,2376,0.87,0.11,0,1014,33,2
2/6/24 12:02,ON1,33,2902,2427,0.836,0.15,0,905,8,0
2/6/24 12:18,ON1,34,3525,3237,0.918,0,0.021,1484,280,65
2/6/24 12:35,ON1,35,3078,2849,0.926,0,0,114,44,0
2/6/24 12:52,ON1,36,2737,2325,0.849,0.03,0,16,7,0
2/6/24 13:09,ON1,37,2634,2143,0.814,0.11,0.021,166,17,0
2/6/24 13:26,ON1,38,3412,2820,0.827,0.03,0,577,164,2
2/6/24 13:43,ON1,39,2753,2527,0.918,0,0,1263,107,0
2/6/24 14:00,ON1,40,2803,2541,0.906,0.17,0,1009,7,0
2/6/24 14:17,ON1,41,2718,2394,0.881,0.15,0,1044,28,0
2/6/24 14:33,ON1,42,2633,2337,0.888,0.15,0,946,2,0
2/6/24 15:07,OFF2,1,3178,2717,0.855,0,0.168,2250,433,52
2/6/24 15:24,OFF2,2,2784,2535,0.91,0,0,982,6,0
2/6/24 15:41,OFF2,3,3606,3202,0.888,0,0,1434,274,7
2/6/24 15:58,OFF2,4,3876,3644,0.94,0,0,1289,188,10
2/6/24 16:15,OFF2,5,2835,2668,0.941,0,0,1585,259,16
2/6/24 16:32,OFF2,6,3432,3328,0.97,0.11,0,1506,258,25
2/6/24 16:48,OFF2,7,3158,3104,0.983,0.07,0,1385,253,1
2/6/24 17:05,OFF2,8,2558,2364,0.924,0.1,0.021,1131,153,26
2/6/24 17:22,OFF2,9,2911,2846,0.978,0,0.105,1372,185,95
2/6/24 17:39,OFF2,10,3722,3739,1.005,0.15,0,1692,601,1
2/6/24 17:56,OFF2,11,4179,4316,1.033,0,0.105,2331,710,460
2/6/24 18:13,OFF2,12,3838,3764,0.981,0,0.042,2759,814,774
2/6/24 18:30,OFF2,13,3789,3778,0.997,0,0.063,2309,650,710
2/6/24 18:47,OFF2,14,4159,3985,0.958,0,0.084,2631,742,694
2/6/24 19:03,OFF2,15,3782,3767,0.996,0,0.021,2426,788,893
2/6/24 19:20,OFF2,16,2972,2990,1.006,0.03,0.042,1445,374,88
2/6/24 19:37,OFF2,17,2446,2308,0.943,0.08,0,1771,128,5
2/6/24 19:54,OFF2,18,2716,2677,0.986,0,0.042,1666,294,81
2/6/24 20:11,OFF2,19,2733,2778,1.017,0.13,0,1177,98,0
2/6/24 20:28,OFF2,20,2991,2925,0.978,0.15,0,999,0,0
2/6/24 20:45,OFF2,21,2877,2821,0.981,0,0,1313,146,0
2/6/24 21:02,OFF2,22,2833,2738,0.967,0.1,0.021,1473,223,40
2/6/24 21:18,OFF2,23,3256,3194,0.981,0.16,0,1024,51,0
2/6/24 21:35,OFF2,24,2814,2855,1.015,0,0,1506,263,3
2/6/24 21:52,OFF2,25,2922,2899,0.992,0,0.042,1138,85,25
2/6/24 22:09,OFF2,26,2805,2776,0.989,0.08,0.021,1173,18,0
2/6/24 22:26,OFF2,27,3288,3286,1,0.02,0.042,1289,183,54
2/6/24 22:43,OFF2,28,2847,2781,0.977,0.09,0.084,1622,195,68
2/6/24 23:00,OFF2,29,2844,2740,0.963,0.15,0,785,10,0
2/6/24 23:17,OFF2,30,2828,2642,0.934,0.11,0,1120,67,0
2/6/24 23:33,OFF2,31,2690,2690,1,0.15,0,784,30,0
2/6/24 23:50,OFF2,32,2819,2705,0.96,0.1,0,903,12,0
2/7/24 0:07,OFF2,33,3030,2854,0.942,0,0.021,1597,334,0
2/7/24 0:24,OFF2,34,3669,3627,0.989,0,0.126,2307,855,399
2/7/24 0:41,OFF2,35,3736,3678,0.985,0,0.063,1655,432,205
2/7/24 0:58,OFF2,36,2987,2794,0.935,0.02,0,999,8,0
2/7/24 1:15,OFF2,37,2862,2645,0.924,0.13,0,957,6,0
2/7/24 1:32,OFF2,38,3756,3520,0.937,0.16,0,1427,207,24
2/7/24 1:48,OFF2,39,2881,2717,0.943,0.04,0,986,47,0
2/7/24 2:05,OFF2,40,2704,2515,0.93,0.09,0,1324,162,0
2/7/24 2:22,OFF2,41,3116,3016,0.968,0,0.084,1871,626,239
2/7/24 2:39,OFF2,42,2604,2396,0.92,0.14,0,961,55,0
2/7/24 3:13,ON2,1,3490,3345,0.959,0,0.063,2191,792,185
2/7/24 3:30,ON2,2,2938,2764,0.941,0,0,1126,141,0
2/7/24 3:47,ON2,3,2989,2469,0.826,0.16,0,1049,1,0
2/7/24 4:03,ON2,4,3106,2672,0.86,0.14,0,993,18,0
2/7/24 4:20,ON2,5,2814,2307,0.82,0.11,0,997,3,0
2/7/24 4:37,ON2,6,3316,2780,0.838,0.03,0.021,1558,172,11
2/7/24 4:54,ON2,7,3275,3023,0.923,0,0,1388,235,50
2/7/24 5:11,ON2,8,2909,2705,0.93,0,0,1613,411,0
2/7/24 5:28,ON2,9,2810,2332,0.83,0.14,0,993,7,0
2/7/24 5:45,ON2,10,2800,2233,0.798,0.14,0,980,8,0
2/7/24 6:02,ON2,11,2734,2164,0.791,0.17,0,978,2,0
2/7/24 6:18,ON2,12,3243,2836,0.874,0,0.021,1548,240,38
2/7/24 6:35,ON2,13,3345,3138,0.938,0.06,0.147,1389,402,391
2/7/24 6:52,ON2,14,2898,2514,0.868,0.03,0,22,2,0
2/7/24 7:09,ON2,15,2861,2352,0.822,0.14,0,29,2,0
2/7/24 7:26,ON2,16,2497,2068,0.828,0.14,0,14,0,0
2/7/24 7:43,ON2,17,3222,2809,0.872,0.14,0,138,58,0
2/7/24 8:00,ON2,18,2677,2201,0.822,0.11,0,67,7,0
2/7/24 8:17,ON2,19,2592,1872,0.722,0,0,290,33,0
2/7/24 8:33,ON2,20,3346,3057,0.914,0.03,0,1726,400,27
2/7/24 8:50,ON2,21,2919,2535,0.869,0.14,0,1001,10,0
2/7/24 9:07,ON2,22,2752,2296,0.835,0.15,0,981,9,0
2/7/24 9:24,ON2,23,2662,2192,0.823,0.09,0,1001,8,0
2/7/24 9:41,ON2,24,2696,2207,0.819,0.09,0,928,11,0
2/7/24 9:58,ON2,25,3196,2778,0.869,0.11,0,1153,99,0
2/7/24 10:15,ON2,26,2390,2283,0.955,0,0.042,1261,228,60
2/7/24 10:32,ON2,27,2594,2350,0.906,0.11,0,983,7,0
2/7/24 10:48,ON2,28,2866,2559,0.893,0.12,0,925,5,0
2/7/24 11:05,ON2,29,2899,2438,0.841,0.09,0,968,2,0
2/7/24 11:22,ON2,30,3558,3169,0.891,0.03,0,1394,179,0
2/7/24 11:39,ON2,31,3576,3335,0.933,0,0.063,1892,475,99
2/7/24 11:56,ON2,32,2922,2605,0.892,0,0,1350,211,0
2/7/24 12:13,ON2,33,2795,2446,0.875,0.14,0,1005,3,0
2/7/24 12:30,ON2,34,2523,2103,0.833,0.12,0,991,19,0
2/7/24 12:47,ON2,35,2641,2315,0.877,0.09,0,1097,41,0
2/7/24 13:03,ON2,36,2824,2460,0.871,0.12,0,944,14,0
2/7/24 13:20,ON2,37,3468,3237,0.933,0,0.063,1567,306,20
2/7/24 13:37,ON2,38,2792,2547,0.912,0,0,1148,100,0
2/7/24 13:54,ON2,39,3023,2679,0.886,0.15,0,992,4,0
2/7/24 14:11,ON2,40,2620,2275,0.868,0.06,0,1032,20,0
2/7/24 14:28,ON2,41,2689,2252,0.838,0.11,0,1039,10,0
2/7/24 14:45,ON2,42,2667,2172,0.814,0,0,1255,119,1
2/7/24 15:02,OFF3,1,3641,3553,0.976,0,0,867,268,0
2/7/24 15:18,OFF3,2,3522,3225,0.916,0,0.147,3153,333,50
2/7/24 15:35,OFF3,3,3055,2776,0.909,0,0,1106,26,0
2/7/24 15:52,OFF3,4,3280,2904,0.886,0.04,0,1239,120,2
2/7/24 16:09,OFF3,5,3345,3262,0.975,0,0,1355,439,24
2/7/24 16:26,OFF3,6,3037,2864,0.943,0,0,641,195,0
2/7/24 16:43,OFF3,7,4014,4031,1.004,0.13,0.126,2360,820,467
2/7/24 17:00,OFF3,8,3542,3423,0.966,0,0.063,1818,264,55
2/7/24 17:17,OFF3,9,3432,3369,0.982,0.07,0,1266,152,2
2/7/24 17:33,OFF3,10,4151,4080,0.983,0,0.084,1290,490,51
2/7/24 17:50,OFF3,11,3010,2985,0.992,0.04,0,356,151,4
2/7/24 18:07,OFF3,12,3571,3536,0.99,0.1,0.021,522,106,0
2/7/24 18:24,OFF3,13,3795,3694,0.973,0,0.105,2124,932,471
2/7/24 18:41,OFF3,14,3046,3027,0.994,0.03,0,246,146,0
2/7/24 18:58,OFF3,15,3368,3213,0.954,0.09,0,150,35,0
2/7/24 19:15,OFF3,16,3470,3559,1.026,0,0.063,2025,613,29
2/7/24 19:32,OFF3,17,2994,2632,0.879,0.08,0,704,183,0
2/7/24 19:48,OFF3,18,3275,3185,0.973,0.08,0,327,43,0
2/7/24 20:05,OFF3,19,4011,3901,0.973,0.02,0.105,2307,668,160
2/7/24 20:22,OFF3,20,3997,3892,0.974,0,0.105,2883,881,1202
2/7/24 20:39,OFF3,21,3683,3643,0.989,0.17,0.021,1400,133,19
2/7/24 20:56,OFF3,22,3867,3810,0.985,0,0,2373,711,106
2/7/24 21:13,OFF3,23,2888,2852,0.987,0,0,643,147,4
2/7/24 21:30,OFF3,24,3074,2866,0.932,0.12,0,60,12,0
2/7/24 21:47,OFF3,25,3113,2680,0.861,0.16,0,8,0,0
2/7/24 22:03,OFF3,26,3305,3101,0.938,0.06,0.021,262,75,0
2/7/24 22:20,OFF3,27,3074,2874,0.935,0,0,477,87,2
2/7/24 22:37,OFF3,28,2805,2402,0.856,0.14,0,222,51,0
2/7/24 22:54,OFF3,29,2803,2731,0.974,0,0.021,650,166,25
2/7/24 23:11,OFF3,30,3153,2917,0.925,0.05,0,17,3,0
2/7/24 23:28,OFF3,31,3786,3612,0.954,0.01,0.063,1602,409,10
2/7/24 23:45,OFF3,32,2932,2775,0.947,0,0.084,917,257,15
2/8/24 0:02,OFF3,33,2808,2617,0.932,0.15,0,578,141,14
2/8/24 0:18,OFF3,34,4338,4278,0.986,0.01,0,1852,836,540
2/8/24 0:35,OFF3,35,2705,2636,0.975,0,0,1352,178,23
2/8/24 0:52,OFF3,36,3147,2974,0.945,0.07,0,914,2,0
2/8/24 1:09,OFF3,37,3527,3475,0.985,0,0,1754,479,0
2/8/24 1:26,OFF3,38,2900,2677,0.923,0.01,0,1261,151,20
2/8/24 1:43,OFF3,39,3245,2968,0.915,0.1,0,972,1,0
2/8/24 2:00,OFF3,40,3589,3283,0.915,0.09,0,1200,131,1
2/8/24 2:17,OFF3,41,4205,3788,0.901,0,0.063,3202,926,879
2/8/24 2:33,OFF3,42,3885,3473,0.894,0,0.063,2794,841,628
2/8/24 3:07,ON3,1,2958,2456,0.83,0.18,0,985,11,0
2/8/24 3:24,ON3,2,3221,2661,0.826,0.17,0,967,8,0
2/8/24 3:41,ON3,3,2780,2240,0.806,0.14,0,1108,85,0
2/8/24 3:58,ON3,4,3400,2819,0.829,0,0,1984,597,45
2/8/24 4:15,ON3,5,2744,2483,0.905,0,0,1416,273,3
2/8/24 4:32,ON3,6,2825,2290,0.811,0.14,0,1059,33,0
2/8/24 4:48,ON3,7,2846,2289,0.805,0.13,0,961,19,0
2/8/24 5:05,ON3,8,2773,2148,0.775,0.17,0.021,1020,3,0
2/8/24 5:22,ON3,9,3193,2499,0.782,0.11,0,1468,252,2
2/8/24 5:39,ON3,10,2948,2546,0.864,0.06,0,1097,81,2
2/8/24 5:56,ON3,11,2724,2378,0.873,0.16,0,990,4,0
2/8/24 6:13,ON3,12,2816,2365,0.84,0.15,0,1264,127,0
2/8/24 6:30,ON3,13,3094,2936,0.949,0.05,0.063,1457,354,77
2/8/24 6:47,ON3,14,2871,2640,0.92,0.12,0,1066,26,0
2/8/24 7:03,ON3,15,2829,2389,0.844,0.15,0,928,0,0
2/8/24 7:20,ON3,16,2835,2349,0.828,0.12,0,987,3,0
2/8/24 7:37,ON3,17,2765,2238,0.809,0.14,0,1006,8,0
2/8/24 7:54,ON3,18,2712,2335,0.861,0.09,0,1012,50,0
2/8/24 8:11,ON3,19,2561,2051,0.801,0.15,0,1104,52,0
2/8/24 8:28,ON3,20,3611,3042,0.842,0.12,0,1559,275,4
2/8/24 8:45,ON3,21,3023,2761,0.914,0,0,1515,261,19
2/8/24 9:02,ON3,22,2938,2530,0.861,0.09,0,978,6,0
2/8/24 9:18,ON3,23,2589,2135,0.825,0.15,0,949,20,0
2/8/24 9:35,ON3,24,2778,2201,0.792,0.17,0.021,975,3,0
2/8/24 9:52,ON3,25,2642,2069,0.783,0.12,0,976,4,0
2/8/24 10:09,ON3,26,3405,2709,0.796,0.09,0,1127,127,0
2/8/24 10:26,ON3,27,2854,2459,0.862,0,0,1166,116,14
2/8/24 10:43,ON3,28,2721,2363,0.869,0.03,0,1000,11,0
2/8/24 11:00,ON3,29,2762,2340,0.847,0.03,0,982,5,0
2/8/24 11:17,ON3,30,3370,2944,0.874,0,0,1226,97,2
2/8/24 11:33,ON3,31,3569,2917,0.817,0,0,3405,626,3
2/8/24 11:50,ON3,32,2992,2504,0.837,0,0.042,391,117,15
2/8/24 12:07,ON3,33,2829,2336,0.826,0.11,0,19,2,0
2/8/24 12:24,ON3,34,2713,2261,0.833,0.12,0,271,26,0
2/8/24 12:41,ON3,35,2661,2238,0.841,0.08,0,27,8,0
2/8/24 12:58,ON3,36,3125,2571,0.823,0.13,0,257,43,0
2/8/24 13:15,ON3,37,3300,3035,0.92,0,0,1835,428,16
2/8/24 13:32,ON3,38,2989,2639,0.883,0,0,1137,100,2
2/8/24 13:48,ON3,39,2776,2203,0.794,0.15,0,920,2,0
2/8/24 14:05,ON3,40,2739,2135,0.779,0.12,0,1032,33,0
2/8/24 14:22,ON3,41,2780,2138,0.769,0.12,0,991,10,0
2/8/24 14:39,ON3,42,4480,3479,0.777,0.06,0,2179,364,2
2/8/24 15:13,OFF4,1,3239,2592,0.8,0,0,1134,94,0
2/8/24 15:30,OFF4,2,2875,2194,0.763,0,0,1272,161,0
2/8/24 15:47,OFF4,3,3341,2812,0.842,0.05,0,932,130,0
2/8/24 16:03,OFF4,4,3808,3466,0.91,0.03,0,297,109,1
2/8/24 16:20,OFF4,5,3719,3482,0.936,0,0,1241,199,12
2/8/24 16:37,OFF4,6,3480,3318,0.954,0.04,0.105,908,229,34
2/8/24 16:54,OFF4,7,3269,3179,0.972,0.01,0.042,1251,353,111
2/8/24 17:11,OFF4,8,3058,2915,0.953,0,0.063,1676,359,107
2/8/24 17:28,OFF4,9,3021,2984,0.988,0,0.084,1918,482,327
2/8/24 17:45,OFF4,10,3616,3589,0.993,0,0.063,2078,392,7
2/8/24 18:02,OFF4,11,2974,2863,0.963,0,0.042,1481,247,60
2/8/24 18:18,OFF4,12,3269,3121,0.955,0.06,0,971,23,0
2/8/24 18:35,OFF4,13,3061,2993,0.978,0.01,0.042,1457,262,135
2/8/24 18:52,OFF4,14,3199,3121,0.976,0,0,1054,64,0
2/8/24 19:09,OFF4,15,3419,3396,0.993,0,0.042,1397,275,12
2/8/24 19:26,OFF4,16,2942,2891,0.983,0,0,444,14,0
2/8/24 19:43,OFF4,17,3721,3742,1.006,0,0,1475,387,0
2/8/24 20:00,OFF4,18,3103,2834,0.913,0,0.105,1679,380,15
2/8/24 20:17,OFF4,19,2944,2832,0.962,0,0.084,2272,525,648
2/8/24 20:33,OFF4,20,3850,3775,0.981,0.1,0.084,2569,710,1024
2/8/24 20:50,OFF4,21,3788,3733,0.985,0,0.042,2267,778,315
2/8/24 21:07,OFF4,22,3422,3405,0.995,0,0,1463,238,47
2/8/24 21:24,OFF4,23,3106,2907,0.936,0.02,0,1000,3,0
2/8/24 21:41,OFF4,24,2718,2634,0.969,0.14,0,1023,57,0
2/8/24 21:58,OFF4,25,3005,2959,0.985,0.12,0,1103,42,0
2/8/24 22:15,OFF4,26,2670,2553,0.956,0.1,0,997,0,0
2/8/24 22:32,OFF4,27,3417,3215,0.941,0.11,0.021,1310,200,0
2/8/24 22:48,OFF4,28,3574,3569,0.999,0.07,0.105,1961,457,62
2/8/24 23:05,OFF4,29,2625,2462,0.938,0.08,0,887,23,0
2/8/24 23:22,OFF4,30,3431,3473,1.012,0.01,0.063,1825,452,267
2/8/24 23:39,OFF4,31,2735,2589,0.947,0.12,0,983,4,0
2/8/24 23:56,OFF4,32,2923,2625,0.898,0.12,0,985,7,0
2/9/24 0:13,OFF4,33,3593,3303,0.919,0.09,0,1230,149,0
2/9/24 0:30,OFF4,34,2947,2782,0.944,0.05,0,860,90,7
2/9/24 0:47,OFF4,35,3616,3310,0.915,0.06,0,964,172,0
2/9/24 1:03,OFF4,36,3786,3624,0.957,0.02,0.105,1704,354,56
2/9/24 1:20,OFF4,37,4079,3843,0.942,0,0.105,2772,766,971
2/9/24 1:37,OFF4,38,3232,3141,0.972,0,0,1612,372,261
2/9/24 1:54,OFF4,39,2621,2313,0.883,0.08,0,978,0,0
2/9/24 2:11,OFF4,40,3166,2807,0.887,0.17,0,1087,50,2
2/9/24 2:28,OFF4,41,3297,3084,0.935,0,0.042,1190,438,106
2/9/24 2:45,OFF4,42,3613,3402,0.941,0.08,0,413,195,2
2/9/24 3:02,ON4,1,2799,2337,0.835,0,0,347,73,0
2/9/24 3:18,ON4,2,3055,2519,0.825,0.06,0,136,13,0
2/9/24 3:35,ON4,3,3138,2497,0.796,0.05,0.021,212,21,0
2/9/24 3:52,ON4,4,3887,3295,0.848,0.03,0,708,187,5
2/9/24 4:09,ON4,5,2570,2273,0.884,0,0.063,2013,264,29
2/9/24 4:26,ON4,6,2759,2489,0.902,0.08,0,1777,17,0
2/9/24 4:43,ON4,7,3011,2502,0.831,0.06,0,1776,30,0
2/9/24 5:00,ON4,8,2896,2752,0.95,0.03,0,936,162,0
2/9/24 5:17,ON4,9,2822,2517,0.892,0.03,0,121,27,0
2/9/24 5:33,ON4,10,2887,2454,0.85,0.09,0,252,5,0
2/9/24 5:50,ON4,11,2718,2263,0.833,0.06,0,588,37,0
2/9/24 6:07,ON4,12,2796,2252,0.806,0.06,0,875,40,0
2/9/24 6:24,ON4,13,3410,3223,0.945,0,0,1744,421,0
2/9/24 6:41,ON4,14,3032,2577,0.85,0.03,0,1017,18,0
2/9/24 6:58,ON4,15,3143,2497,0.794,0.08,0,998,21,0
2/9/24 7:15,ON4,16,3108,2821,0.907,0,0.021,1560,340,14
2/9/24 7:32,ON4,17,2634,2097,0.796,0.03,0,1015,5,0
2/9/24 7:48,ON4,18,2894,2227,0.77,0.08,0.021,940,2,0
2/9/24 8:05,ON4,19,2842,2208,0.777,0.11,0,1034,20,0
2/9/24 8:22,ON4,20,2969,2265,0.763,0.09,0,1008,12,0
2/9/24 8:39,ON4,21,3284,2512,0.765,0.05,0,1106,66,0
2/9/24 8:56,ON4,22,3570,3204,0.898,0,0.105,2341,596,305
2/9/24 9:13,ON4,23,2964,2830,0.955,0,0,1651,251,22
2/9/24 9:30,ON4,24,2677,2247,0.839,0.08,0,1039,41,0
2/9/24 9:47,ON4,25,2797,2199,0.786,0.12,0,1103,82,0
2/9/24 10:03,ON4,26,2819,2287,0.811,0.12,0,924,4,0
2/9/24 10:20,ON4,27,2984,2287,0.767,0.12,0,989,9,0
2/9/24 10:37,ON4,28,3438,3034,0.882,0.02,0,1834,561,15
2/9/24 10:54,ON4,29,2807,2456,0.875,0,0.021,1006,48,0
2/9/24 11:11,ON4,30,2669,2217,0.831,0.08,0,986,4,0
2/9/24 11:28,ON4,31,2913,2481,0.851,0.09,0,1008,27,0
2/9/24 11:45,ON4,32,2629,2249,0.855,0,0,1243,135,0
2/9/24 12:02,ON4,33,3165,2557,0.808,0.09,0,1052,47,0
2/9/24 12:18,ON4,34,2751,2160,0.785,0.08,0,889,77,0
2/9/24 12:35,ON4,35,3313,3010,0.909,0,0,1465,321,10
2/9/24 12:52,ON4,36,2601,2265,0.871,0,0,1000,21,0
2/9/24 13:09,ON4,37,2733,2369,0.867,0.08,0,979,7,0
2/9/24 13:26,ON4,38,2580,2237,0.867,0.06,0,1004,15,0
