===============,,,===============,===============,===============,===============,===============,===============,===============,===============,
DATE/TIME,LIGHTING,,VO2,VCO2,RER,FEED1,DRINK1,XTOT,XAMB,ZTOT,
,,,ml/kg/hr,ml/kg/hr,,GRAMS,ml,COUNTS,COUNTS,COUNTS,
===============,,,===============,===============,===============,===============,===============,===============,===============,===============,
2/11/24 5:21,ON6,9,2136,1893,0.886,0.03,0,187,49,0,
2/11/24 5:38,ON6,10,2678,2255,0.842,0,0,129,37,0,
2/11/24 5:55,ON6,11,2880,2525,0.877,0.08,0,589,125,45,
2/11/24 6:12,ON6,12,2183,1872,0.858,0,0,147,18,0,
2/11/24 6:29,ON6,13,2400,1995,0.831,0,0,137,12,0,
2/11/24 6:45,ON6,14,2298,1983,0.863,0.03,0,124,13,0,
2/11/24 7:02,ON6,15,2217,1858,0.838,0,0,99,19,0,
2/11/24 7:19,ON6,16,2810,2382,0.848,0,0,246,93,14,
2/11/24 7:36,ON6,17,2411,1917,0.795,0,0,139,12,0,
2/11/24 7:53,ON6,18,2452,1945,0.793,0.03,0.022,573,0,0,
2/11/24 8:10,ON6,19,2214,1757,0.793,0,0,199,1,0,
2/11/24 8:27,ON6,20,2770,2604,0.94,0.12,0.066,839,115,7,
2/11/24 8:44,ON6,21,2543,2433,0.957,0.07,0.066,743,160,78,
2/11/24 9:00,ON6,22,2231,2005,0.899,0,0.022,20,0,0,
2/11/24 9:17,ON6,23,2393,1993,0.833,0,0,39,11,0,
2/11/24 9:34,ON6,24,2450,1980,0.808,0,0,82,21,0,
2/11/24 9:51,ON6,25,2329,1912,0.821,0.03,0,4,1,0,
2/11/24 10:08,ON6,26,2856,2563,0.897,0.14,0.11,784,234,147,
2/11/24 10:25,ON6,27,3070,2820,0.919,0,0,609,211,48,
2/11/24 10:42,ON6,28,2248,2221,0.988,0,0,76,0,0,
2/11/24 10:59,ON6,29,2401,2067,0.861,0,0,72,5,0,
2/11/24 11:15,ON6,30,2159,1991,0.922,0,0,38,4,0,
2/11/24 11:32,ON6,31,2751,2458,0.893,0,0,606,116,0,
2/11/24 11:49,ON6,32,2505,2024,0.808,0,0,389,79,0,
2/11/24 12:06,ON6,33,2121,1719,0.811,0.17,0,192,59,0,
2/11/24 12:23,ON6,34,2380,2233,0.938,0,0,126,21,0,
2/11/24 12:40,ON6,35,2366,2279,0.963,0,0,29,4,0,
2/11/24 12:57,ON6,36,2173,2121,0.976,0,0,26,9,0,
2/11/24 13:14,ON6,37,2175,1978,0.91,0,0,313,73,6,
2/11/24 13:30,ON6,38,2641,2212,0.838,0,0,291,76,0,
2/11/24 13:47,ON6,39,2177,2147,0.986,0,0,1120,76,0,
2/11/24 14:04,ON6,40,2293,2261,0.986,0,0,1113,50,0,
2/11/24 14:21,ON6,41,2959,2809,0.949,0,0,1670,177,0,
2/11/24 14:38,ON6,42,2558,2283,0.892,0,0.022,1112,48,0,
2/11/24 14:55,,,1930,1711,0.887,0.15,0,1081,82,0,
2/11/24 15:12,,,2830,2764,0.977,0.03,0,542,100,0,
2/11/24 15:29,,,3550,3319,0.935,0,0.132,519,83,9,
2/11/24 15:45,,,3493,3422,0.98,0.14,0.154,768,196,130,
2/11/24 16:02,,,2241,2151,0.96,0.15,0,882,191,20,
2/11/24 16:19,,,2673,2672,1,0.03,0.022,290,86,92,
2/11/24 16:36,,,2858,2739,0.958,0.15,0.088,1155,419,832,
2/11/24 16:53,,,2182,2020,0.926,0.15,0,312,28,0,
2/11/24 17:10,,,2880,2976,1.033,0,0.066,384,74,3,
2/11/24 17:27,,,3031,2999,0.989,0.1,0.11,1086,185,43,
2/11/24 17:44,,,3164,3120,0.986,0.11,0,1575,447,519,
2/11/24 18:00,,,3664,3650,0.996,0,0.176,1692,706,1552,
2/11/24 18:17,,,3559,3524,0.99,0.11,0.132,1208,410,503,
2/11/24 18:34,,,1730,1527,0.883,0,0,321,22,0,
2/11/24 18:51,,,2646,2651,1.002,0,0.044,425,91,47,
2/11/24 19:08,,,2861,2834,0.991,0.13,0,460,100,8,
2/11/24 19:25,,,3294,3349,1.017,0.1,0.176,1233,381,608,
2/11/24 19:42,,,3130,3099,0.99,0.11,0.022,704,69,5,
2/11/24 19:59,,,3670,3603,0.982,0.06,0.132,1279,543,901,
2/11/24 20:15,,,3216,3206,0.997,0,0.044,1125,263,612,
2/11/24 20:32,,,2602,2567,0.987,0,0,122,17,0,
2/11/24 20:49,,,2810,2880,1.025,0.18,0.088,520,102,65,
2/11/24 21:06,,,3195,3166,0.991,0.06,0.022,388,115,48,
2/11/24 21:23,,,2334,2336,1.001,0.1,0.066,379,78,39,
2/11/24 21:40,,,3030,2996,0.989,0,0,839,192,106,
2/11/24 21:57,,,2637,2607,0.989,0.08,0.066,1021,289,618,
2/11/24 22:14,,,2649,2585,0.976,0,0.066,169,21,6,
2/11/24 22:30,,,2014,2033,1.009,0,0.022,350,69,7,
2/11/24 22:47,,,3703,3697,0.998,0.11,0.066,1297,521,1219,
2/11/24 23:04,,,3277,3153,0.962,0.1,0.132,1020,263,238,
2/11/24 23:21,,,2730,2709,0.992,0,0,319,50,1,
2/11/24 23:38,,,2711,2543,0.938,0,0.022,69,12,0,
2/11/24 23:55,,,3496,3425,0.98,0.13,0.11,1123,373,537,
2/12/24 0:12,,,2609,2544,0.975,0.07,0,291,37,19,
2/12/24 0:29,,,2994,2663,0.889,0,0,184,25,0,
2/12/24 0:45,,,2916,2802,0.961,0.11,0,756,192,260,
2/12/24 1:02,,,3779,3523,0.932,0,0.176,2155,891,1676,
2/12/24 1:19,,,2392,2290,0.958,0.05,0,477,85,22,
2/12/24 1:36,,,2532,2222,0.877,0,0,228,30,1,
2/12/24 1:53,,,2647,2401,0.907,0.1,0.066,886,307,404,
2/12/24 2:10,,,2646,2368,0.895,0,0,384,59,15,
2/12/24 2:27,,,2228,2018,0.906,0,0,91,18,0,
2/12/24 2:44,,,2434,1985,0.815,0,0,87,3,0,
2/12/24 3:00,,,2727,2483,0.911,0.12,0,754,162,51,
2/12/24 3:17,,,2277,2218,0.974,0,0.176,379,98,57,
2/12/24 3:34,,,2521,2268,0.9,0,0,331,92,0,
2/12/24 3:51,,,2390,1980,0.828,0,0,236,9,0,
2/12/24 4:08,,,2756,2541,0.922,0,0.066,908,215,55,
2/12/24 4:25,,,2212,2098,0.949,0,0,1403,183,0,
2/12/24 4:42,,,2550,2319,0.909,0,0,1136,12,0,
2/12/24 4:59,,,2728,2372,0.87,0.03,0,1126,33,0,
2/12/24 5:15,,,2158,1905,0.883,0,0,1236,71,0,
2/12/24 5:32,,,2227,1845,0.828,0,0,1070,5,0,
2/12/24 5:49,,,3614,3095,0.857,0,0,1518,202,57,
2/12/24 6:06,,,2715,2437,0.898,0.1,0.022,524,106,8,
2/12/24 6:23,,,2260,2039,0.902,0,0.176,168,54,37,
2/12/24 6:40,,,2659,2309,0.868,0.03,0,28,15,0,
2/12/24 6:57,,,2523,2100,0.832,0,0,215,17,0,
2/12/24 7:14,,,2401,1985,0.827,0,0,59,5,0,
2/12/24 7:30,,,2873,2544,0.886,0.03,0,419,61,3,
2/12/24 7:47,,,2435,2111,0.867,0.06,0,782,162,29,
2/12/24 8:04,,,2635,2180,0.827,0,0,132,18,0,
2/12/24 8:21,,,2548,1990,0.781,0,0,81,2,0,
2/12/24 8:38,,,2327,1863,0.801,0.03,0,62,16,0,
2/12/24 8:55,,,2382,2118,0.889,0.12,0.022,292,64,0,
2/12/24 9:12,,,2433,2327,0.957,0,0,46,10,0,
2/12/24 9:29,,,2268,2100,0.926,0.03,0,39,4,0,
2/12/24 9:45,,,2238,2033,0.909,0,0.022,113,26,0,
2/12/24 10:02,,,2376,2041,0.859,0,0,255,26,0,
,,,,,,,,,,,
,,,,,,,,,,,
