===============,,===============,===============,===============,===============,===============,===============,===============,===============,,,,,,,,
DATE/TIME,LIGHTING,VO2,VCO2,RER,FEED1,DRINK1,XTOT,XAMB,ZTOT,,,,,,,,
,,ml/kg/hr,ml/kg/hr,,GRAMS,ml,COUNTS,COUNTS,COUNTS,,,,,,,,
===============,,===============,===============,===============,===============,===============,===============,===============,===============,,,,,,,,
2/27/24 12:23,,4007,3471,0.866,0.04,0,1262,850,436,,,,,,,,
2/27/24 12:40,,4073,3572,0.877,0,0,4028,2838,2103,,,,,,,,
2/27/24 12:56,,3940,3495,0.887,0,0,2457,1579,1296,,,,,,,,
2/27/24 13:13,,3812,3338,0.876,0,0,1983,1192,1086,,,,,,,,
2/27/24 13:30,,3667,3222,0.879,0,0,1746,1061,733,,,,,,,,
2/27/24 13:47,,3660,3249,0.888,0.09,0,2371,1465,834,,,,,,,,
2/27/24 14:04,,3479,3135,0.901,0,0.076,1559,953,681,,,,,,,,
2/27/24 14:21,,3637,3412,0.938,0.04,0.114,2742,1810,1502,,,,,,,,
2/27/24 14:38,,3365,3182,0.946,0.15,0.114,1727,1088,472,,,,,,,,
2/27/24 14:55,,3212,3003,0.935,0,0,1597,904,219,,,,,,,,
2/27/24 15:11,ON1,3298,3051,0.925,0,0.057,1109,587,132,,,,,,,,
2/27/24 15:28,ON1,2834,2355,0.831,0,0,919,529,5,,,,,,,,
2/27/24 15:45,ON1,3436,3100,0.902,0.12,0.019,1186,655,241,,,,,,,,
2/27/24 16:02,ON1,2395,2222,0.928,0,0.038,859,524,182,,,,,,,,
2/27/24 16:19,ON1,3171,2952,0.931,0,0.133,1025,594,203,,,,,,,,
2/27/24 16:36,ON1,3613,3237,0.896,0,0.038,1226,640,142,,,,,,,,
2/27/24 16:53,ON1,2756,2364,0.858,0,0,1149,472,0,,,,,,,,
2/27/24 17:10,ON1,2677,2237,0.836,0,0,838,430,0,,,,,,,,
2/27/24 17:26,ON1,3180,2927,0.921,0.1,0.038,940,558,60,,,,,,,,
2/27/24 17:43,ON1,3259,2998,0.92,0,0.019,991,584,275,,,,,,,,
2/27/24 18:00,ON1,2645,2340,0.884,0,0,573,357,0,,,,,,,,
2/27/24 18:17,ON1,2657,2268,0.853,0,0,629,397,0,,,,,,,,
2/27/24 18:34,ON1,2638,2273,0.862,0,0,663,363,0,,,,,,,,
2/27/24 18:51,ON1,3206,2951,0.921,0.18,0.057,925,559,144,,,,,,,,
2/27/24 19:08,ON1,3043,2851,0.937,0,0.114,1047,653,378,,,,,,,,
2/27/24 19:25,ON1,2639,2237,0.848,0,0,637,333,0,,,,,,,,
2/27/24 19:41,ON1,2551,2182,0.855,0,0,505,330,0,,,,,,,,
2/27/24 19:58,ON1,2300,1887,0.82,0,0,524,336,0,,,,,,,,
